cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form
1839185,Summit Healthcare Acquisition Corp.,,2023-03-16,2023-03-16,0001104659-23-033374,"2.01,3.01,3.03,5.01,5.02,9.01",6770,8-K
1512228,NIOCORP DEVELOPMENTS LTD,"NB, NIOBW",2023-03-17,2023-03-17,0001539497-23-000458,"1.01,2.01,3.01,3.02,3.03,5.02,7.01,8.01,9.01",1000,8-K
1529113,INPIXON,XTIA,2023-03-14,2023-03-20,0001213900-23-021477,"1.01,2.01,2.02,9.01",7371,8-K
1826669,ELK CREEK RESOURCES CORP.,,2023-03-16,2023-03-22,0001213900-23-022086,"2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",6770,8-K
1534133,"CalciMedica, Inc. /DE/",CALC,2023-03-17,2023-03-22,0001193125-23-076714,"2.01,3.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",2834,8-K
1855644,Zura Bio Ltd,"ZURA, ZURAW",2023-03-20,2023-03-24,0001104659-23-036697,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",2836,8-K
1826671,"Near Intelligence, Inc.",,2023-03-23,2023-03-28,0001213900-23-023757,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",7374,8-K
1874259,Maxpro Capital Acquisition Corp.,,2023-03-29,2023-03-30,0001104659-23-038774,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770,8-K
1953366,Star Holdings,STHO,2023-03-31,2023-03-31,0001104659-23-039689,"1.01,2.01,2.03,3.02,5.01,5.02,5.03,8.01,9.01",6519,8-K
1688852,Safehold Inc.,,2023-03-31,2023-03-31,0001104659-23-039699,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",6519,8-K
1592016,"AgroFresh Solutions, Inc.",,2023-03-31,2023-03-31,0001140361-23-015209,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,9.01",2870,8-K
1095651,ISTAR INC.,SAFE,2023-03-31,2023-04-04,0001104659-23-041210,"1.01,1.02,2.01,2.03,3.03,5.01,5.02,5.03,5.05,8.01,9.01",6798,8-K
1830188,"United Homes Group, Inc.","UHG, UHGWW",2023-03-30,2023-04-05,0001104659-23-042257,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,5.06,8.01,9.01",1531,8-K
1853084,Blue Safari Group Acquisition Corp,,2023-04-13,2023-04-13,0001104659-23-045089,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7374,8-K
1824293,"Vallon Pharmaceuticals, Inc.",GRI,2023-04-21,2023-04-21,0001824293-23-000073,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,8.01,9.01",2834,8-K
1841338,"CIIG Capital Partners II, Inc.",,2023-04-25,2023-05-01,0001193125-23-128099,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6770,8-K
318300,PEOPLES BANCORP INC,PEBO,2023-05-01,2023-05-01,0000318300-23-000210,"2.01,8.01,9.01",6022,8-K
1162896,Prairie Operating Co.,PROP,2023-05-03,2023-05-09,0001493152-23-015999,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,7.01,9.01",6199,8-K
1857855,Finnovate Acquisition Corp.,"FNVT, FNVTU, FNVTW",2023-05-08,2023-05-12,0001493152-23-016701,"2.01,3.02,5.02,5.03,5.07,9.01",6770,8-K
1643269,"Sumo Logic, Inc.",,2023-05-12,2023-05-15,0001140361-23-024758,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7372,8-K
1855447,Roth CH Acquisition IV Co.,TYGO,2023-05-30,2023-05-30,0001213900-23-044099,"1.01,2.01,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3674,8-K
1784797,Broadmark Realty Capital Inc.,,2023-05-31,2023-05-31,0001104659-23-066662,"1.02,2.01,3.01,3.03,5.01,5.02,9.01",6798,8-K
1705843,"Calyxt, Inc.",CBUS,2023-05-31,2023-06-01,0001193125-23-158545,"1.01,1.02,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,7.01,8.01,9.01",2870,8-K
55772,KIMBALL INTERNATIONAL INC,,2023-05-31,2023-06-01,0001140361-23-027820,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,8.01,9.01",2510,8-K
1601485,"Elicio Therapeutics, Inc.",ELTX,2023-05-31,2023-06-02,0001140361-23-028077,"2.01,3.03,4.01,5.01,5.02,5.03,5.07,7.01,8.01,9.01",2834,8-K
1739936,MOMENTIVE GLOBAL INC.,,2023-05-31,2023-06-02,0001140361-23-027837,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,5.07,9.01",7370,8-K
1845437,NET Power Inc.,"NPWR, NPWR-WT",2023-06-08,2023-06-14,0001213900-23-048958,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",3620,8-K
1718852,"Prometheus Biosciences, Inc.",,2023-06-16,2023-06-16,0001193125-23-168524,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",2834,8-K
77159,Ranger Oil Corp,,2023-06-20,2023-06-20,0001104659-23-072968,"1.02,2.01,3.01,3.03,5.01,5.02,5.07,8.01,9.01",1311,8-K
1884516,ROC Energy Acquisition Corp.,DTI,2023-06-20,2023-06-27,0001193125-23-175331,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3533,8-K
1037390,"INDUS REALTY TRUST, INC.",,2023-06-29,2023-06-29,0001104659-23-076131,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6500,8-K
1035092,SHORE BANCSHARES INC,SHBI,2023-07-01,2023-07-03,0001104659-23-077307,"2.01,2.03,5.02,5.03,7.01,9.01",6021,8-K
855874,COMMUNITY FINANCIAL CORP /MD/,,2023-07-01,2023-07-03,0001104659-23-077421,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6022,8-K
1814287,"Abacus Life, Inc.","ABL, ABLLL, ABLLW",2023-06-30,2023-07-06,0001193125-23-182812,"1.01,2.01,2.03,3.03,5.01,5.02,5.03,5.05,5.06,8.01,9.01",6282,8-K
1930087,Golub Capital Private Credit Fund,,2023-06-30,2023-07-06,0001104659-23-078409,"1.01,2.01,2.03,3.02,9.01",,8-K
1852940,GoGreen Investments Corp,,2023-07-05,2023-07-06,0001213900-23-055010,"1.01,2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770,8-K
1901799,Bitcoin Depot Inc.,"BTM, BTMWW",2023-06-30,2023-07-07,0001193125-23-183847,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",6199,8-K
1876945,Gold Flora Corp.,"GRAM, GRAMW",2023-06-07,2023-07-13,0001654954-23-009134,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,9.01",0100,8-K
927355,TESSCO TECHNOLOGIES INC,,2023-07-17,2023-07-18,0001104659-23-081999,"1.01,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",5065,8-K
1958140,"Atlanta Braves Holdings, Inc.","BATRA, BATRB, BATRK",2023-07-18,2023-07-18,0001104659-23-082076,"1.01,2.01,3.03,5.02,5.03,8.01,9.01",7900,8-K
944314,"LIFE STORAGE, INC.",,2023-07-15,2023-07-20,0001193125-23-190113,"2.01,3.01,3.03,5.01,5.02,7.01,9.01",6798,8-K
1289490,Extra Space Storage Inc.,EXR,2023-07-20,2023-07-20,0001193125-23-190116,"2.01,3.02,5.02,7.01,9.01",6798,8-K
1842939,ALPHA HEALTHCARE ACQUISITION CORP III,"CTCX, CTCXW",2023-07-14,2023-07-20,0001193125-23-190559,"1.01,2.01,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3841,8-K
1838987,"Complete Solaria, Inc.","CSLR, CSLRW",2023-07-18,2023-07-24,0001193125-23-192359,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3674,8-K
1847064,"PSQ Holdings, Inc.","PSQH, PSQH-WT",2023-07-19,2023-07-25,0001213900-23-059643,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,5.07,8.01,9.01",7310,8-K
1837607,"AEON Biopharma, Inc.",AEON,2023-07-21,2023-07-27,0001104659-23-084851,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",2834,8-K
1309082,"CAMBER ENERGY, INC.",CEIN,2023-08-01,2023-08-01,0001477932-23-005656,"2.01,3.03,8.01,9.01",1311,8-K
1827871,"Electriq Power Holdings, Inc.",ELIQQ,2023-07-31,2023-08-04,0001193125-23-203886,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",3690,8-K
77877,"PDC ENERGY, INC.",,2023-08-07,2023-08-07,0001104659-23-088136,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",1311,8-K
1964979,"ALLURION TECHNOLOGIES, INC.","ALUR, ALUR-WT",2023-08-01,2023-08-07,0001193125-23-205104,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",3841,8-K
1381507,"LIMEADE, INC",,2023-08-09,2023-08-09,0001381507-23-000044,"1.02,2.01,3.03,5.01,5.02,5.03,9.01",7372,8-K
46619,HEICO CORP,"HEI, HEI-A",2023-08-04,2023-08-10,0001213900-23-065643,"1.02,2.01,3.02,9.01",3724,8-K
1861622,Jet.AI Inc.,"JTAI, JTAIW, JTAIZ",2023-08-10,2023-08-14,0001493152-23-028481,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",4522,8-K
1851908,Black Spade Acquisition Co,,2023-08-11,2023-08-14,0001193125-23-212387,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,7.01,9.01",6770,8-K
889900,PATTERSON UTI ENERGY INC,PTEN,2023-08-14,2023-08-14,0000950170-23-042391,"2.01,3.02,7.01,8.01,9.01",1381,8-K
1826667,"TriSalus Life Sciences, Inc.","TLSI, TLSIW",2023-08-10,2023-08-16,0001104659-23-092586,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",8071,8-K
1053691,CervoMed Inc.,CRVO,2023-08-15,2023-08-17,0001437749-23-024064,"2.01,3.03,4.01,5.01,5.02,5.03,5.07,7.01,8.01,9.01",2834,8-K
1543916,"ForgeRock, Inc.",,2023-08-23,2023-08-23,0001140361-23-040969,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7372,8-K
1835856,Better Home & Finance Holding Co,"BETR, BETRW",2023-08-22,2023-08-28,0001628280-23-030682,"1.01,2.01,2.02,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",6163,8-K
1847874,Mobile Infrastructure Corp,BEEP,2023-08-25,2023-08-31,0001193125-23-226380,"1.01,1.02,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",6500,8-K
1906133,FG Merger Corp.,ICCT,2023-08-25,2023-08-31,0001477932-23-006571,"1.01,2.01,3.03,5.01,5.02,5.03,5.06,7.01,9.01",7372,8-K
1237831,GLOBUS MEDICAL INC,GMED,2023-09-01,2023-09-01,0001193125-23-227191,"1.01,2.01,2.03,3.02,5.02,7.01,8.01,9.01",3841,8-K
1688476,NEXTIER OILFIELD SOLUTIONS INC.,,2023-09-01,2023-09-01,0001688476-23-000147,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",1389,8-K
1115128,Quotient Technology Inc.,,2023-09-01,2023-09-05,0001193125-23-228644,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,5.07,9.01",7310,8-K
1568162,"Necessity Retail REIT, Inc.",,2023-09-12,2023-09-12,0001104659-23-100027,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,8.01,9.01",6798,8-K
1690585,"Dianthus Therapeutics, Inc. /DE/",DNTH,2023-09-11,2023-09-12,0001193125-23-233448,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,7.01,8.01,9.01",2834,8-K
1526113,"Global Net Lease, Inc.","GNL, GNL-PA, GNL-PB, GNL-PD, GNL-PE",2023-09-12,2023-09-12,0001104659-23-100026,"1.01,1.02,2.01,2.03,3.02,5.02,5.03,7.01,9.01",6798,8-K
1833498,"Spectral AI, Inc.","MDAI, MDAIW",2023-09-11,2023-09-15,0001213900-23-077038,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3841,8-K
1855485,"First Light Acquisition Group, Inc.","CLDI, CLDI-WT",2023-09-12,2023-09-19,0001193125-23-237077,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",2836,8-K
1856589,M3-Brigade Acquisition III Corp.,,2023-09-20,2023-09-21,0001213900-23-078351,"1.01,2.01,3.01,5.01,5.02,8.01,9.01",6770,8-K
1358762,REATA PHARMACEUTICALS INC,,2023-09-26,2023-09-26,0001193125-23-242619,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",2834,8-K
1839998,"American Oncology Network, Inc.","AONC, AONCW",2023-09-20,2023-09-26,0001104659-23-103884,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",8000,8-K
1868640,Roadzen Inc.,"RDZN, RDZNW",2023-09-26,2023-09-26,0001193125-23-242523,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",6411,8-K
1896212,CONDUIT PHARMACEUTICALS INC.,"CDT, CDTTW",2023-09-22,2023-09-29,0001493152-23-034700,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2834,8-K
1860742,Bausch & Lomb Corp,BLCO,2023-09-29,2023-09-29,0001193125-23-247434,"1.01,2.01,2.03,9.01",3851,8-K
885590,Bausch Health Companies Inc.,BHC,2023-09-29,2023-09-29,0001193125-23-247446,"1.01,2.01,2.03,9.01",2834,8-K
1472012,Immunome Inc.,IMNM,2023-09-29,2023-10-04,0001104659-23-106592,"1.01,2.01,3.02,5.02,5.03,5.07,8.01,9.01",2834,8-K
1844417,"Estrella Immunopharma, Inc.","ESLA, ESLAW",2023-09-29,2023-10-05,0001013762-23-002216,"1.01,2.01,2.03,3.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",2836,8-K
1845459,"NKGen Biotech, Inc.","NKGN, NKGNW",2023-09-29,2023-10-05,0001104659-23-107256,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2836,8-K
1840877,"Envoy Medical, Inc.","COCH, COCHW",2023-09-29,2023-10-05,0001013762-23-002246,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3842,8-K
1815086,Bridgetown Holdings Ltd,,2023-10-12,2023-10-12,0001193125-23-255006,"2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770,8-K
