cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form
1823766,Archaea Energy Inc.,,2021-09-15,2021-09-21,0001213900-21-049102,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",4932,8-K
1824502,Archer Aviation Inc.,"ACHR, ACHR-WT",2021-09-16,2021-09-22,0001104659-21-118389,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",3721,8-K
1812173,Vicarious Surgical Inc.,"RBOT, RBOT-WT",2021-09-17,2021-09-23,0001213900-21-049537,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3842,8-K
1819404,Nerdy Inc.,NRDY,2021-09-20,2021-09-24,0001193125-21-282190,"1.01,1.02,2.01,3.01,3.02,3.03,4.01,5.03,9.01",7372,8-K
1807846,Fusion Acquisition Corp.,"ML, ML-WT",2021-09-22,2021-09-28,0001213900-21-050379,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",6199,8-K
1788028,Amplitude Healthcare Acquisition Corp,"JSPR, JSPRW",2021-09-24,2021-09-29,0001213900-21-050592,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,7.01,9.01",2836,8-K
1826681,Sarcos Technology & Robotics Corp,"PDYN, PDYNW",2021-09-24,2021-09-30,0001564590-21-049662,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,7.01,9.01",3569,8-K
858470,Coterra Energy Inc.,CTRA,2021-09-28,2021-10-01,0001104659-21-122041,"2.01,3.03,5.02,5.03,7.01,9.01",1311,8-K
1168054,CIMAREX ENERGY CO,,2021-10-01,2021-10-01,0001104659-21-122062,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",1311,8-K
1636286,Altabancorp,,2021-10-01,2021-10-01,0001193125-21-288950,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1575828,EXPRO GROUP HOLDINGS N.V.,XPRO,2021-10-01,2021-10-01,0001193125-21-289897,"1.01,1.02,2.01,2.03,2.04,5.02,5.03,7.01,9.01",1389,8-K
702513,Bank of Commerce Holdings,,2021-09-30,2021-10-01,0001437749-21-022948,"2.01,3.01,3.03,5.01,5.02,9.01",6022,8-K
1832352,CA Healthcare Acquisition Corp.,,2021-09-28,2021-10-04,0001104659-21-122551,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,9.01",6770,8-K
1824920,"IonQ, Inc.","IONQ, IONQ-WT",2021-09-30,2021-10-04,0001193125-21-290624,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",7373,8-K
1784851,"Shapeways Holdings, Inc.",SHPWQ,2021-09-29,2021-10-05,0001104659-21-123193,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3990,8-K
1825079,"Velo3D, Inc.","VLD, VLD-WT",2021-09-29,2021-10-05,0001628280-21-019670,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,8.01,9.01",3559,8-K
1766146,Union Acquisition Corp. II,,2021-09-29,2021-10-05,0001213900-21-051405,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770,8-K
1830210,"Benson Hill, Inc.","BHIL, BHILW",2021-09-29,2021-10-05,0001104659-21-122710,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,7.01,9.01",2000,8-K
1855457,"KORE Group Holdings, Inc.","KORE, KORGW",2021-09-30,2021-10-06,0001193125-21-293152,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",4813,8-K
1662382,BRAIN SCIENTIFIC INC.,,2021-10-01,2021-10-07,0001213900-21-051856,"1.01,2.01,3.02,5.01,5.02,9.01",3841,8-K
1866633,"Consensus Cloud Solutions, Inc.",CCSI,2021-10-07,2021-10-08,0001193125-21-294817,"1.01,2.01,2.03,3.03,5.01,5.02,5.03,5.05,9.01",7372,8-K
1816696,"Industrial Tech Acquisitions, Inc.",,2021-10-06,2021-10-13,0001213900-21-052666,"2.01,7.01,9.01",3674,8-K
1819113,"Science 37 Holdings, Inc.",,2021-10-06,2021-10-13,0001104659-21-125878,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",8731,8-K
1819438,"ESS Tech, Inc.","GWH, GWH-WT",2021-10-08,2021-10-15,0001193125-21-300138,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.05",3690,8-K
766701,CAPSTEAD MORTGAGE CORP,,2021-10-19,2021-10-19,0001193125-21-301992,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",6798,8-K
1820272,Legato Merger Corp.,,2021-10-19,2021-10-20,0001213900-21-053600,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",3312,8-K
1562528,"Franklin BSP Realty Trust, Inc.","FBRT, FBRT-PE",2021-10-19,2021-10-21,0001104659-21-128156,"2.01,3.03,5.03,7.01,8.01,9.01",6798,8-K
1820302,"Bakkt Holdings, Inc.","BKKT, BKKT-WT",2021-10-15,2021-10-21,0001193125-21-303985,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.03,9.01",7372,8-K
1830180,"ENJOY TECHNOLOGY, INC./DE",,2021-10-15,2021-10-22,0001193125-21-304222,"1.01,2.01,3.02,3.03,4.01,5.01,8.01,9.01",7389,8-K
1286043,KITE REALTY GROUP TRUST,KRG,2021-10-22,2021-10-22,0001104659-21-129010,"1.01,1.02,2.01,2.03,5.02,5.03,8.01,9.01",6798,8-K
1856031,Vivid Seats Inc.,"SEAT, SEATW",2021-10-18,2021-10-22,0001193125-21-305506,"1.01,2.01,3.02,5.02,5.03,9.01",7990,8-K
1836967,ALKURI GLOBAL ACQUISITION CORP.,,2021-10-21,2021-10-22,0001104659-21-128695,"1.02,2.01,3.01,3.03,5.01,5.02,9.01",8000,8-K
1222840,"RETAIL PROPERTIES OF AMERICA, INC.",,2021-10-22,2021-10-22,0001104659-21-128999,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6798,8-K
1719435,"ASSISTED 4 LIVING, INC.",,2021-10-18,2021-10-22,0001493152-21-026088,"2.01,2.03,9.01",8082,8-K
1809987,"Mirion Technologies, Inc.",MIR,2021-10-19,2021-10-25,0001193125-21-305946,"1.01,2.01,3.02,4.01,5.01,5.02,5.07,8.01,9.01",3829,8-K
1821769,Navitas Semiconductor Corp,NVTS,2021-10-19,2021-10-25,0001193125-21-306726,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.06,9.01",3674,8-K
1813756,WeWork Inc.,,2021-10-20,2021-10-26,0001193125-21-308162,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,7.01,9.01",6770,8-K
1833214,"SAB Biotherapeutics, Inc.","SABS, SABSW",2021-10-22,2021-10-28,0001493152-21-026649,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",2836,8-K
1820201,Redbox Entertainment Inc.,,2021-10-22,2021-10-28,0001104659-21-131160,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,7.01,9.01",7841,8-K
1865631,NEXTNAV INC.,"NN, NNAVW, NXNVW",2021-10-28,2021-10-28,0001213900-21-055141,"1.01,2.01,3.02,4.01,5.02,5.06,9.01",3812,8-K
1614184,Cadence Bancorporation,,2021-10-25,2021-10-29,0001140361-21-035867,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6021,8-K
726728,REALTY INCOME CORP,"O, O-P",2021-11-01,2021-11-01,0001104659-21-132405,"1.01,2.01,2.03,5.02,7.01,9.01",6798,8-K
709337,FARMERS NATIONAL BANC CORP /OH/,FMNB,2021-11-01,2021-11-01,0001193125-21-315409,"2.01,5.02,7.01,8.01,9.01",6022,8-K
1507385,"VEREIT, Inc.",,2021-11-01,2021-11-01,0001104659-21-132409,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",6798,8-K
1655020,"Extraction Oil & Gas, Inc.",,2021-11-01,2021-11-02,0001104659-21-132999,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,7.01,9.01",1311,8-K
1509589,"CIVITAS RESOURCES, INC.","CIVI, CIVII, CIVIW",2021-11-01,2021-11-03,0001193125-21-318493,"1.01,1.02,2.01,2.03,3.02,3.03,5.02,5.03,5.05,7.01,9.01",1311,8-K
1832415,"Better Therapeutics, Inc.",,2021-10-28,2021-11-03,0001193125-21-318651,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",8000,8-K
1828108,"Aurora Innovation, Inc.","AUR, AUROW",2021-11-03,2021-11-04,0001193125-21-319524,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,7.01,9.01",7373,8-K
1673481,Lottery.com Inc.,"LTRY, LTRYW",2021-10-29,2021-11-04,0001213900-21-056782,"1.01,2.01,3.03,5.01,5.02,5.03,5.06,9.01",7372,8-K
1861449,"Bird Global, Inc.",BRDSQ,2021-11-03,2021-11-09,0001193125-21-324663,"1.01,2.01,3.02,5.01,5.02,5.03,7.01,9.01",3751,8-K
1880319,"Perimeter Solutions, SA","PRM, PRMFF",2021-11-09,2021-11-10,0001193125-21-326234,"1.01,2.01,3.02,5.01,5.02,5.03,5.06,9.01",2800,8-K
1846069,"Nextdoor Holdings, Inc.",KIND,2021-11-05,2021-11-12,0001628280-21-023197,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7370,8-K
1810546,"Eastern Bankshares, Inc.",EBC,2021-11-12,2021-11-12,0001628280-21-023175,"2.01,7.01,9.01",6035,8-K
1822359,DocGo Inc.,DCGO,2021-11-05,2021-11-12,0001213900-21-058683,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",4100,8-K
1827980,"Embark Technology, Inc.",,2021-11-10,2021-11-17,0001104659-21-140635,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",7373,8-K
1799191,"Oncology Institute, Inc.","TOI, TOIIW",2021-11-12,2021-11-18,0001104659-21-141302,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",8011,8-K
1426945,"Echo Global Logistics, Inc.",,2021-11-23,2021-11-23,0001104659-21-142821,"1.01,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",4731,8-K
1840780,Local Bounti Corporation/DE,"LOCL, LOCLW",2021-11-19,2021-11-24,0001193125-21-340458,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,9.01",0100,8-K
1864448,Wejo Group Ltd,,2021-11-18,2021-11-24,0001104659-21-143665,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",7374,8-K
1381531,Domtar CORP,,2021-11-30,2021-11-30,0001193125-21-343066,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,9.01",2621,8-K
225648,COVANTA HOLDING CORP,,2021-11-30,2021-11-30,0001193125-21-343811,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,7.01,8.01,9.01",4991,8-K
1823340,Altimeter Growth Corp.,,2021-12-01,2021-12-01,0001193125-21-345316,"2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770,8-K
1518720,"BIGtoken, Inc.",,2021-12-01,2021-12-01,0001493152-21-030143,"2.01,3.02,5.02,5.03,8.01,9.01",5990,8-K
357173,OLD SECOND BANCORP INC,OSBC,2021-12-01,2021-12-01,0000357173-21-000092,"2.01,5.02,8.01,9.01",6022,8-K
1402057,CDW Corp,CDW,2021-12-01,2021-12-02,0001193125-21-346094,"1.01,1.02,2.01,2.03,7.01,9.01",5961,8-K
1828957,Codere Online U.S. Corp.,,2021-11-30,2021-12-03,0001829126-21-015613,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770,8-K
1276187,Energy Transfer LP,"ET, ET-PI",2021-12-02,2021-12-03,0001193125-21-347992,"2.01,5.02,7.01,9.01",4922,8-K
1591763,"Enable Midstream Partners, LP",,2021-12-02,2021-12-03,0001193125-21-348000,"1.02,2.01,3.01,3.03,5.01,5.02,7.01,9.01",4922,8-K
1790665,Greenrose Holding Co Inc.,,2021-11-26,2021-12-03,0001213900-21-063191,"1.01,2.01,3.02,3.03,4.01,5.03,5.06,8.01,9.01",5990,8-K
1835378,Innovid Corp.,"CTV, CTV-WT",2021-11-30,2021-12-06,0001628280-21-024586,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",7372,8-K
1130310,CENTERPOINT ENERGY INC,CNP,2021-12-02,2021-12-07,0001193125-21-350299,2.01,4911,8-K
1866175,Crescent Energy Co,CRGY,2021-12-06,2021-12-08,0001193125-21-350544,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,7.01,9.01",1311,8-K
1835567,"Pear Therapeutics, Inc.",,2021-12-03,2021-12-08,0001193125-21-350485,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",8000,8-K
1840776,"Hagerty, Inc.","HGTY, HGTPW",2021-12-02,2021-12-08,0001104659-21-147678,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",6411,8-K
1832511,P3 Health Partners Inc.,"PIII, PIIIW",2021-12-03,2021-12-09,0001104659-21-148233,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,7.01,9.01",8000,8-K
1828972,"BuzzFeed, Inc.","BZFD, BZFDW",2021-12-03,2021-12-09,0001104659-21-148188,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",4899,8-K
1874944,"Vacasa, Inc.",VCSA,2021-12-03,2021-12-09,0001104659-21-148190,"1.01,2.01,3.02,5.02,5.03,8.01,9.01",7340,8-K
1844862,"Solid Power, Inc.","SLDP, SLDPW",2021-12-08,2021-12-13,0001104659-21-148821,"1.01,1.02,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",3690,8-K
1836981,"BigBear.ai Holdings, Inc.","BBAI, BBAI-WT",2021-12-07,2021-12-13,0001193125-21-355558,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",7372,8-K
1836833,Planet Labs PBC,"PL, PL-WT",2021-12-07,2021-12-13,0001193125-21-355383,"1.01,2.01,3.02,5.01,5.02,5.06,8.01,9.01",3663,8-K
1828723,"Altus Power, Inc.",AMPS,2021-12-09,2021-12-14,0001193125-21-355702,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",4911,8-K
1828672,"Boxed, Inc.",,2021-12-08,2021-12-14,0001104659-21-149546,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",5961,8-K
1827075,CVENT HOLDING CORP.,,2021-12-08,2021-12-14,0001193125-21-356938,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,8.01,9.01",7372,8-K
890394,Peraso Inc.,PRSO,2021-12-15,2021-12-20,0001193125-21-362129,"1.01,2.01,3.02,5.01,5.02,5.03,7.01,9.01",3674,8-K
1843762,"EQRx, Inc.",,2021-12-17,2021-12-20,0001213900-21-066430,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",2834,8-K
1840572,Bowlero Corp.,BOWL,2021-12-15,2021-12-21,0001213900-21-066733,"1.01,1.02,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",7900,8-K
1833769,"Hyperfine, Inc.",HYPR,2021-12-21,2021-12-28,0001104659-21-153941,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,7.01,8.01,9.01",3844,8-K
34067,DMC Global Inc.,BOOM,2021-12-23,2021-12-28,0001104659-21-153921,"1.01,2.01,2.03,7.01,9.01",3390,8-K
1838672,"AdTheorent Holding Company, Inc.",,2021-12-22,2021-12-29,0001193125-21-369113,"1.01,1.02,2.01,3.01,3.02,4.01,5.01,5.02,9.01",7370,8-K
1823144,"CompoSecure, Inc.","CMPO, CMPOW",2021-12-27,2021-12-29,0001104659-21-154308,"1.01,2.01,2.03,3.02,5.01,5.02,5.06,9.01",6199,8-K
1822711,"PARDES BIOSCIENCES, INC.",,2021-12-23,2021-12-30,0001193125-21-370677,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",2834,8-K
1836176,Fathom Digital Manufacturing,,2021-12-23,2021-12-30,0001193125-21-370706,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",3440,8-K
1822523,"AFC Gamma, Inc.",AFCG,2021-12-16,2022-01-03,0001140361-22-000132,"2.01,9.01",6500,8-K/A
802681,BRYN MAWR BANK CORP,,2021-12-27,2022-01-03,0001552781-22-000017,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
857855,UNITED COMMUNITY BANKS INC,"UCB, UCB-PI",2022-01-01,2022-01-03,0001104659-22-000385,"2.01,8.01,9.01",6022,8-K
828944,WSFS FINANCIAL CORP,WSFS,2021-12-27,2022-01-03,0001552781-22-000016,"2.01,5.02,7.01,9.01",6021,8-K
1411494,"Apollo Asset Management, Inc.",,2022-01-01,2022-01-03,0001193125-22-000271,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,5.05,9.01",6282,8-K
798941,FIRST CITIZENS BANCSHARES INC /DE/,"FCNCA, FCNCB, FCNCO, FCNCP",2022-01-03,2022-01-04,0001140361-22-000357,"2.01,2.03,3.03,5.02,8.01,9.01",6022,8-K
1843388,"Virgin Orbit Holdings, Inc.",,2021-12-29,2022-01-05,0001213900-22-000703,"1.01,2.01,3.02,4.01,5.01,5.02,5.05,5.06,8.01,9.01",3812,8-K
874238,STERLING CONSTRUCTION CO INC,STRL,2021-12-29,2022-01-05,0000874238-22-000009,"1.01,2.01,2.03,3.02,9.01",1600,8-K
1141807,1ST CONSTITUTION BANCORP,,2022-01-06,2022-01-06,0001214659-22-000423,"1.01,2.01,3.01,3.03,5.01,5.02,9.01",6035,8-K
1840292,"Heliogen, Inc.","HLGN, HLGNW",2021-12-30,2022-01-06,0001213900-22-000981,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",4911,8-K
1841408,Dave Inc./DE,"DAVE, DAVEW",2022-01-05,2022-01-11,0001193125-22-006854,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",6199,8-K
1810560,"REVELATION BIOSCIENCES, INC.","REVB, REVBW",2022-01-10,2022-01-14,0001213900-22-002152,"2.01,3.02,5.01,5.02,5.03,5.06,9.01",2834,8-K
1260968,MARLIN BUSINESS SERVICES CORP,,2022-01-20,2022-01-20,0001193125-22-013036,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1805087,"GELESIS HOLDINGS, INC.",GLSHQ,2022-01-13,2022-01-20,0001104659-22-006034,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2834,8-K
1819395,"Sonder Holdings, Inc.","SOND, SONDW",2022-01-18,2022-01-24,0001628280-22-001184,"1.01,2.01,2.03,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",7000,8-K
1390162,Howard Bancorp Inc,,2022-01-22,2022-01-24,0001193125-22-015556,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1839341,"Core Scientific, Inc./tx","CORZ, CORZR, CORZW, CORZZ",2022-01-19,2022-01-24,0001193125-22-016157,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",7374,8-K
1828049,CF Acquisition Corp. V,,2022-01-24,2022-01-25,0001193125-22-017157,"2.01,3.01,3.03,5.01,5.02,5.07,7.01,8.01",6770,8-K
1823587,Sky Harbour Group Corp,"SKYH, SKYH-WT",2022-01-25,2022-01-31,0001437749-22-001987,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",6770,8-K
1070154,STERLING BANCORP,,2022-01-31,2022-02-01,0001567619-22-002151,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6021,8-K
860413,FIRST INTERSTATE BANCSYSTEM INC,FIBK,2022-02-01,2022-02-01,0000950103-22-001727,"2.01,2.03,5.02,5.03,7.01,8.01,9.01",6022,8-K
1613665,"Great Western Bancorp, Inc.",,2022-02-01,2022-02-01,0000950103-22-001728,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
801337,WEBSTER FINANCIAL CORP,"WBS, WBS-PF, WBS-PG",2022-01-31,2022-02-01,0001567619-22-002141,"2.01,2.03,3.03,5.02,5.03,8.01,9.01",6021,8-K
1805833,"System1, Inc.","SST, SST-WT",2022-01-27,2022-02-02,0001193125-22-025942,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,8.01,9.01",7370,8-K
1136352,Crestwood Equity Partners LP,,2022-01-28,2022-02-03,0001193125-22-027150,"1.01,2.01,2.03,3.03,5.02,7.01,9.01",4923,8-K
1810491,Vistas Media Acquisition Co Inc.,,2022-02-03,2022-02-04,0001213900-22-005347,"1.02,2.01,3.01,3.03,5.01,5.02,9.01",4832,8-K
1652133,Oasis Midstream Partners LP,,2022-01-31,2022-02-04,0001193125-22-028468,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,7.01,9.01",1381,8-K
1486159,Oasis Petroleum Inc.,"CHRD, OASPW, WLLAW, WLLBW",2022-02-01,2022-02-07,0001486159-22-000006,"1.02,2.01,3.03,8.01,9.01",1311,8-K
1822691,"GreenLight Biosciences Holdings, PBC",,2022-02-02,2022-02-07,0001193125-22-029805,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2836,8-K
1637207,"Planet Fitness, Inc.",PLNT,2022-02-10,2022-02-10,0001193125-22-034527,"1.01,1.02,2.01,2.03,3.02,8.01,9.01",7997,8-K
1891101,BRC Inc.,BRCC,2022-02-09,2022-02-10,0001104659-22-019525,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2080,8-K
1832351,"Fast Radius, Inc.",,2022-02-04,2022-02-10,0001193125-22-034631,"1.01,2.01,3.03,5.01,5.02,5.03,5.05,5.06,9.01",3440,8-K
1785592,"Leafly Holdings, Inc. /DE","LFLY, LFLYW",2022-02-04,2022-02-10,0001213900-22-006492,"1.01,2.01,2.03,3.01,3.03,5.01,5.02,5.03,5.05,5.06,9.01",7372,8-K
1498233,"Cepton, Inc.","CPTN, CPTNW",2022-02-10,2022-02-11,0001213900-22-006572,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",3714,8-K
1836707,SILVERBOX ENGAGED MERGER CORP I,,2022-02-09,2022-02-11,0001104659-22-020668,"1.01,2.01,5.01,5.02,5.06,7.01,9.01",6770,8-K
1794621,"Quanergy Systems, Inc.",,2022-02-08,2022-02-14,0001193125-22-039201,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",3714,8-K
1828536,"Energy Vault Holdings, Inc.",NRGV,2022-02-11,2022-02-14,0001104659-22-023106,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",3690,8-K
1820566,Thayer Ventures Acquisition Corp,"ISPO, ISPOW",2022-02-08,2022-02-14,0001193125-22-042172,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,5.07,7.01,8.01,9.01",6770,8-K
1622879,"Medicine Man Technologies, Inc.",SHWZ,2022-02-09,2022-02-15,0001683168-22-001040,"2.01,3.02,5.02,7.01,8.01,9.01",8742,8-K
707179,OLD NATIONAL BANCORP /IN/,"ONB, ONBPO, ONBPP",2022-02-15,2022-02-16,0001140361-22-005787,"2.01,2.03,3.03,5.02,5.03,9.01",6021,8-K
702325,FIRST MIDWEST BANCORP INC,,2022-02-15,2022-02-16,0001140361-22-005786,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6021,8-K
1839412,QualTek Services Inc.,,2022-02-14,2022-02-16,0001104659-22-024331,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,5.07,7.01,8.01,9.01",1623,8-K
1692787,Kinetik Holdings Inc.,KNTK,2022-02-22,2022-02-28,0001193125-22-058156,"1.01,1.02,2.01,2.02,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,7.01,8.01,9.01",4922,8-K
64040,S&P Global Inc.,SPGI,2022-02-28,2022-02-28,0001193125-22-056007,"2.01,5.02,8.01,9.01",7320,8-K
1598014,IHS Markit Ltd.,,2022-02-28,2022-02-28,0001193125-22-056012,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.05,8.01,9.01",7370,8-K
1461755,"Atlantic Capital Bancshares, Inc.",,2022-03-01,2022-03-04,0001104659-22-030511,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1126115,"LZG INTERNATIONAL, INC.",,2022-03-07,2022-03-07,0001554795-22-000081,"1.01,2.01,3.02,9.01",7372,8-K
1838359,"Rigetti Computing, Inc.","RGTI, RGTIW",2022-03-01,2022-03-07,0001193125-22-067932,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",6770,8-K
1529463,"FTS International, Inc.",,2022-03-04,2022-03-07,0001104659-22-030767,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",1389,8-K
1822935,Healthcare Capital Corp/DE,,2022-03-07,2022-03-08,0001213900-22-010971,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6770,8-K
711477,KIEWIT ROYALTY TRUST,,2022-03-17,2022-03-17,0001104659-22-035013,"2.01,8.01,9.01",6795,8-K
1831236,Bridgetown 2 Holdings Ltd,,2022-03-17,2022-03-17,0001193125-22-078427,"2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770,8-K
1838527,Spartan Acquisition Corp. III,,2022-03-16,2022-03-22,0001193125-22-081611,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",6770,8-K
1827821,"Forge Global Holdings, Inc.",FRGE,2022-03-21,2022-03-25,0001104659-22-038152,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",6200,8-K
1835512,Tailwind Two Acquisition Corp.,"LLAP, LLAPW",2022-03-25,2022-03-28,0001193125-22-086032,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,8.01,9.01",3663,8-K
356171,TRICO BANCSHARES /,TCBK,2022-03-28,2022-03-28,0000356171-22-000023,"2.01,5.02,8.01,9.01",6022,8-K
22701,"Pineapple Holdings, Inc.",PEGY,2022-03-25,2022-03-29,0000897101-22-000345,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,7.01,9.01",3661,8-K
1836190,Queen's Gambit Growth Capital,,2022-03-30,2022-03-31,0001193125-22-091996,"1.01,2.01,3.01,3.03,8.01,9.01",6770,8-K
1508171,SLR Senior Investment Corp.,,2022-04-01,2022-04-01,0001193125-22-092897,"2.01,3.01,3.03,5.01,5.02,7.01,9.01",,8-K
1418076,SLR Investment Corp.,SLRC,2022-04-01,2022-04-01,0001193125-22-092898,"1.01,2.01,2.03,7.01,9.01",,8-K
1709442,FIRSTSUN CAPITAL BANCORP,FSUN,2022-04-01,2022-04-01,0001709442-22-000011,"1.01,2.01,5.02,8.01,9.01",6021,8-K
1884697,"Starry Group Holdings, Inc.",,2022-04-01,2022-04-01,0001193125-22-093852,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",4813,8-K
1826333,Poema Global Holdings Corp.,,2022-04-04,2022-04-04,0001104659-22-042296,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,9.01",6770,8-K
