cik,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct
1609471,,,6798,Real Estate Investment Trusts,"Watermark Lodging Trust, Inc.",Carey Watermark Investors 2 Inc,2019-10-22,425,5,2020-04-10,2020-04-08,True,False,True,Assessments and Taxation,,,,,,,,False,False,
1430259,,,6500,Real Estate,Carey Watermark Investors Inc,,2019-10-22,425,9,2020-04-10,2020-04-08,True,False,False,Assessments and Taxation,,,,,,,,False,False,
1704760,,,7373,Services-Computer Integrated Systems Design,"American Virtual Cloud Technologies, Inc.",PENSARE ACQUISITION Corp,2019-10-08,PREM14A,5,2020-02-28,2020-02-27,False,True,True,,WRLS,AVCT,,,,,,False,True,
1772757,,,7990,Services-Miscellaneous Amusement & Recreation,DraftKings Holdings Inc.,DraftKings Inc.; Diamond Eagle Acquisition Corp. \ DE,2019-12-23,425,1,2020-04-23,2020-04-23,True,False,True,"March 12, 2020, by and among DEAC and DEAC NV",DEAC,DKNG,,,,10.12,,False,True,
794172,,,2835,In Vitro & In Vivo Diagnostic Substances,MERIDIAN BIOSCIENCE INC,MERIDIAN DIAGNOSTICS INC,,,10,2020-01-30,2020-01-29,False,False,False,"Merger dated as of February 19, 2020",VIVO,VIVO,,,,,,False,False,
1560327,RPD,Nasdaq,7372,Services-Prepackaged Software,"Rapid7, Inc.",Rapid7 Inc,,,4,2019-06-14,2019-06-12,False,False,False,,,,,,30.0,,super8k,False,False,30.0
1551986,,,2834,Pharmaceutical Preparations,"9 METERS BIOPHARMA, INC.","INNOVATE BIOPHARMACEUTICALS, INC.; Monster Digital, Inc.; Tandon Digital, Inc.",2017-08-25,PREM14A,4,2020-02-14,2020-02-14,False,False,True,RDD Pharma Ltd,INNT,NMTR,,,,,,False,False,
1694187,,,2836,"Biological Products, (No Diagnostic Substances)","Neon Therapeutics, Inc.",,2020-01-16,425,2,2020-05-05,2020-05-05,True,False,False,BioNTech SE,,,,,,,,False,False,
784011,,,0800,Forestry,POPE RESOURCES LTD PARTNERSHIP,,2020-01-15,425,1,2020-05-06,2020-05-05,True,False,False,Rayonier Inc,POPE,POPE,,,,,,False,False,
1753673,SJ,Nasdaq,7374,Services-Computer Processing & Data Preparation,Scienjoy Holding Corp,Wealthbridge Acquisition Ltd,2019-12-06,PREM14A,1,2020-05-05,2020-05-05,False,False,True,,HHHH,SJ,,,,,,False,True,
52827,RYN,NYSE,6798,Real Estate Investment Trusts,RAYONIER INC,ITT RAYONIER INC,2020-01-15,425,13,2020-05-14,2020-05-14,True,False,False,"January 14, 2020, as amended by Amendment No",RYN,RYN,,,,,,False,False,
1746109,BFC,Nasdaq,6021,National Commercial Banks,Bank First Corp,Bank First National Corp,2019-01-23,425,1,2019-06-12,2019-06-10,True,False,True,"Tomah Bancshares, Inc",,,,,,,,False,False,
886136,SGA,Nasdaq,4832,Radio Broadcasting Stations,SAGA COMMUNICATIONS INC,SAGA COMMUNICATIONS INC /DE/,,,14,2020-05-12,2020-05-11,False,False,False,,,,,,,,,False,False,
1586105,,,2834,Pharmaceutical Preparations,Zyla Life Sciences,Egalet Corp,2020-03-17,425,8,2020-05-20,2020-05-19,True,False,True,,ZCOR,,,,,,,False,False,
1808665,,,2834,Pharmaceutical Preparations,"Assertio Holdings, Inc.","Assertio Therapeutics, Inc; DEPOMED INC; DEPOMED INC",2020-04-08,S-4,0,,,False,False,True,Merger,ASRT,ASRT,,,,,,False,False,
1460702,AIXC,Nasdaq,6199,Finance Services,"AIxCrypto Holdings, Inc.","Qualigen Therapeutics, Inc.; RITTER PHARMACEUTICALS INC",2020-01-21,425,8,2020-05-19,2020-05-18,True,False,True,"Qualigen, Inc",RTTR,QLGN,,,,,,False,False,
1675820,,,6794,Patent Owners & Lessors,TiVo Corp,Titan Technologies Corp,2019-12-19,425,4,2020-05-29,2020-05-29,True,False,False,"December 18, 2019, as amended on January 31, 2020",TIVO,TIVO,,,,,,False,False,
1690666,,,3674,Semiconductors & Related Devices,Xperi Corp,Tessera Holding Corp; Tempe Holdco Corp,2019-12-19,425,5,2020-05-29,2020-05-29,True,False,False,"December 18, 2019, as amended on January 31, 2020",XPER,XPER,,,,,,False,False,
1479681,NUTX,Nasdaq,7389,"Services-Business Services, NEC",Nutex Health Inc.,"Nutex Health, Inc.; Clinigence Holdings, Inc.; iGambit, Inc.",,,2,2019-11-04,2019-11-01,False,False,True,Purchaser equal to twelve,CLNH,CLNH,,,,,,False,False,
1731289,,,3711,Motor Vehicles & Passenger Car Bodies,Nikola Corp,Nikola Corp; VectoIQ Acquisition Corp.,2020-03-03,425,2,2020-06-02,2020-06-02,True,False,True,Legacy Nikola surviving as the surviving company and as,VTIQ,,7000000.0,,5.0,10.0,super8k,False,True,5.0
764038,SSB,NYSE,6022,State Commercial Banks,SouthState Bank Corp,"SouthState Corp; SOUTH STATE Corp; FIRST FINANCIAL HOLDINGS, INC.; SCBT FINANCIAL CORP; FIRST NATIONAL CORP /SC/",2020-01-27,425,15,2020-05-21,2020-05-21,True,False,False,South State Corporation,SSB,SSB,,,,,,False,False,
1102266,,,6021,National Commercial Banks,CenterState Bank Corp,"CenterState Banks, Inc.; CENTERSTATE BANKS OF FLORIDA INC",2017-12-13,425,15,2020-05-21,2020-05-21,True,False,False,CenterState Bank Corporation,CSFL,CSFL,,,,,,False,False,
1322505,,,2834,Pharmaceutical Preparations,"ALBIREO PHARMA, INC.",Biodel Inc,2016-07-13,PREM14A,14,2020-06-15,2020-06-12,False,False,False,,ALBO,ALBO,,,,,,False,False,
1419041,FBRX,Nasdaq,2834,Pharmaceutical Preparations,"Forte Biosciences, Inc.",Tocagen Inc,2020-02-20,425,3,2020-06-12,2020-06-12,True,False,True,"Forte Biosciences, Inc",TOCA,FBRX,,,,,,False,False,
1806201,LPRO,Nasdaq,6141,Personal Credit Institutions,Open Lending Corp,Nebula Parent Corp.,2020-03-18,S-4,0,,,False,False,True,"January 5, 2020",,LPRO,,,,,,True,True,
887730,,,3670,Electronic Components & Accessories,KEMET CORP,KEMET CORPORATION,2010-10-26,S-4,11,2020-02-20,2020-02-20,False,False,False,"Merger, dated as of November 11, 2019",KEM,KEM,,,,,,False,False,
1521036,LNTH,Nasdaq,2835,In Vitro & In Vivo Diagnostic Substances,"Lantheus Holdings, Inc.","Lantheus MI Holdings, Inc.",2019-10-02,425,6,2020-06-16,2020-06-16,True,False,False,Progenics surviving such merger as,LNTH,LNTH,,,,,,False,False,
835887,,,2834,Pharmaceutical Preparations,PROGENICS PHARMACEUTICALS INC,,2019-10-02,425,15,2020-06-17,2020-06-16,True,False,False,,PGNX,PGNX,,,,,,False,False,
1647088,WSC,Nasdaq,7350,Services-Miscellaneous Equipment Rental & Leasing,WillScot Holdings Corp,WillScot Mobile Mini Holdings Corp.; WillScot Corp; Double Eagle Acquisition Corp.; Double Eagle Acquisitions Corp.,2020-03-02,425,7,2020-06-24,2020-06-24,True,False,True,,WSC,WSC,,,5.875,,super8k,False,True,5.875
933141,,,6022,State Commercial Banks,IBERIABANK CORP,ISB FINANCIAL CORP/LA,2019-11-04,425,13,2020-04-27,2020-04-24,True,False,False,IBKC,IBKC,IBKC,,,,,,False,False,
891103,MTCH,Nasdaq,7370,"Services-Computer Programming, Data Processing, Etc.","Match Group, Inc.",IAC/INTERACTIVECORP; INTERACTIVECORP; USA INTERACTIVE; USA NETWORKS INC; HSN INC; SILVER KING COMMUNICATIONS INC,2019-12-19,425,11,2020-06-29,2020-06-25,True,False,True,New Match,IAC,MTCH,,,,,,False,False,
36966,"FHN,FHN-PE,FHN-PF,FHN-PH","NYSE,NYSE,NYSE,NYSE",6021,National Commercial Banks,FIRST HORIZON CORP,FIRST HORIZON NATIONAL CORP; FIRST TENNESSEE NATIONAL CORP,2019-11-04,425,13,2020-04-29,2020-04-28,True,False,True,IBERIABANK Corporation,FHN,FHN,,,,,,False,False,
1347652,,,6798,Real Estate Investment Trusts,"CorEnergy Infrastructure Trust, Inc.",TORTOISE CAPITAL RESOURCES CORP,,,10,2020-05-20,2020-05-20,False,False,False,,CORR,CORR,,,,,,False,False,
1708176,,,7990,Services-Miscellaneous Amusement & Recreation,Hall of Fame Resort & Entertainment Co,Gordon Pointe Acquisition Corp.; Gordon Pointe Acqusition Corp.,2019-11-13,PREM14A,5,2020-07-02,2020-06-30,False,True,True,"HOF Village, LLC",GPAQ,HOFV,,,,,,True,True,
1533615,"XRN,XRN-PA,XRN-PB","NYSE,NYSE,NYSE",6798,Real Estate Investment Trusts,Chiron Real Estate Inc.,"Global Medical REIT Inc.; SCOOP MEDIA, INC.",,,4,2019-06-03,2019-05-29,False,False,False,,GMRE,GMRE,,,,,,False,False,
1290677,TPB,NYSE,2100,Tobacco Products,"Turning Point Brands, Inc.","North Atlantic Holding Company, Inc.",2020-04-08,425,4,2020-04-30,2020-04-28,True,False,False,Standard Diversified Inc,TPB,TPB,,,,,,False,False,
1590895,CZR,Nasdaq,7011,Hotels & Motels,"Caesars Entertainment, Inc.","Eldorado Resorts, Inc.; Eclair Holdings Co",2019-06-24,425,8,2020-07-02,2020-06-29,True,False,True,,ERI,CZR,,,7.0,,super8k,True,True,7.0
1705696,VICI,NYSE,6798,Real Estate Investment Trusts,VICI PROPERTIES INC.,,,,3,2020-05-04,2020-04-30,False,False,False,ERI with and into Caesars Entertainment Corporation,VICI,VICI,,,,,,False,False,
1704235,,,1389,"Oil & Gas Field Services, NEC",Quintana Energy Services Inc.,,2020-05-04,425,2,2020-05-12,2020-05-12,True,False,False,"Merger, dated as of May 3, 2020",QES,,,,,,,False,False,
1738827,KLXE,Nasdaq,1389,"Oil & Gas Field Services, NEC","KLX Energy Services Holdings, Inc.",,2020-05-04,425,2,2020-07-29,2020-07-24,True,False,False,QES surviving the merger as,KLXE,KLXE,,,,,,False,False,
704051,,,6282,Investment Advice,"LEGG MASON, INC.",LEGG MASON INC,2009-07-15,S-4,11,2020-05-15,2020-05-15,False,False,False,,LM,LM,,,,,,False,False,
817720,SYNA,Nasdaq,3674,Semiconductors & Related Devices,SYNAPTICS Inc,,2004-05-07,S-4,10,2019-10-31,2019-10-29,False,False,False,"Falcon Merger Sub, Inc",SYNA,SYNA,,,,,,False,False,
1739104,ELAN,NYSE,2834,Pharmaceutical Preparations,Elanco Animal Health Inc,,2019-02-07,425,2,2020-05-22,2020-05-21,True,False,False,,ELAN,ELAN,,,,,,False,False,
1649749,FBK,NYSE,6022,State Commercial Banks,FB Financial Corp,"First South Bancorp, Inc.",2019-09-18,425,6,2020-06-16,2020-06-15,True,False,False,"Merger, dated as of January 21, 2020",FBK,FBK,,,,,,False,False,
1498382,HURA,Nasdaq,2834,Pharmaceutical Preparations,"TuHURA Biosciences, Inc./NV","Kintara Therapeutics, Inc.; DelMar Pharmaceuticals, Inc.; Berry Only Inc.",2020-06-10,425,5,2020-08-17,2020-08-14,True,False,True,DelMar,DMPI,KTRA,,,,,,False,False,
1792849,HPK,Nasdaq,1381,Drilling Oil & Gas Wells,"HighPeak Energy, Inc.",,2019-11-27,425,0,,,True,False,False,"May 4, 2020, as amended, by and among",,HPK,4020000.0,,,,super8k,False,True,
850261,,,2836,"Biological Products, (No Diagnostic Substances)","Sorrento Therapeutics, Inc.",QUIKBYTE SOFTWARE INC,,,8,2019-09-23,2019-09-20,False,False,False,"SP Merger Sub, Inc",SRNE,SRNE,,,,,,False,False,
1739566,UTZ,NYSE,2090,Miscellaneous Food Preparations & Kindred Products,"Utz Brands, Inc.",Collier Creek Holdings,2020-06-05,425,1,2020-08-27,2020-08-27,True,False,True,,CCH,UTZ,,,,,,True,True,
1658880,,,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip,BARE METAL STANDARD INC.,,2020-08-11,PREM14A,0,,,False,False,False,,,,,,,,,False,False,
1559172,,,8200,Services-Educational Services,"DIEGO PELLICER WORLDWIDE, INC",Type 1 Media Inc.,,,0,,,False,False,False,,,,,,,,,False,False,
892222,,,2082,Malt Beverages,"CRAFT BREW ALLIANCE, INC.","CRAFT BREWERS ALLIANCE, INC.; REDHOOK ALE BREWERY INC",2008-03-26,S-4,12,2020-06-04,2020-05-29,False,False,False,,BREW,BREW,,,,,,False,False,
1452936,,,6798,Real Estate Investment Trusts,"Pacific Oak Strategic Opportunity REIT, Inc.","KBS Strategic Opportunity REIT, Inc.",2020-01-29,425,9,2020-02-20,2020-02-16,True,False,True,,,,,,,,,False,False,
1580673,,,6798,Real Estate Investment Trusts,"Pacific Oak Strategic Opportunity REIT II, Inc.","KBS Strategic Opportunity REIT II, Inc.",2020-01-29,425,5,2020-10-05,2020-10-01,True,False,True,,,,,,,,,False,False,
72207,,,1311,Crude Petroleum & Natural Gas,NOBLE ENERGY INC,NOBLE AFFILIATES INC,2020-07-20,425,12,2020-10-02,2020-10-02,True,False,False,,NBL,NBL,,,,,,False,False,
1745317,,,3569,"General Industrial Machinery & Equipment, NEC","Velodyne Lidar, Inc.",Graf Industrial Corp.,2020-07-15,PREM14A,3,2020-09-29,2020-09-29,False,False,True,,GRAF,VLDR,,,,,,False,False,
1759631,HYLN,NYSE,3713,Truck & Bus Bodies,Hyliion Holdings Corp.,Tortoise Acquisition Corp.,2020-07-10,PREM14A,1,2020-10-01,2020-09-28,False,False,True,"Reorganization, dated June 18, 2020",,,,,,,,True,True,
1793229,CTEV,NYSE,7389,"Services-Business Services, NEC",Claritev Corp,MultiPlan Corp; Churchill Capital Corp III; Butler Acquisition Corp,2020-07-31,PREM14A,1,2020-10-09,2020-10-08,False,False,True,Churchill,CCXX,MPLN,8693855.0,,,10.03,super8k,True,True,
1572694,GSBD,NYSE,,,"Goldman Sachs BDC, Inc.","Goldman Sachs Liberty Harbor Capital, LLC",2019-12-09,425,7,2020-10-02,2020-10-02,True,False,False,Goldman Sachs Middle Market Lending Corp,GSBD,GSBD,,,,,,False,False,
1683074,,,,,Goldman Sachs Middle Market Lending Corp.,Goldman Sachs Middle Market Lending LLC,2019-12-09,425,4,2020-10-02,2020-10-02,True,False,False,Merger,,,,,,,,False,False,
1776909,CURI,Nasdaq,7812,Services-Motion Picture & Video Tape Production,CuriosityStream Inc.,Software Acquisition Group Inc.,2020-08-11,425,1,2020-10-15,2020-10-14,True,False,True,Merger,SAQN,CURI,,,,,,False,False,
1741231,,,2090,Miscellaneous Food Preparations & Kindred Products,"Tattooed Chef, Inc.",Forum Merger II Corp,2020-08-11,PREM14A,4,2020-10-15,2020-10-15,False,False,True,Ittella Parent continuing as the surviving corporation,FMCI,TTCF,19995411.0,,,10.37,vote8k,True,True,
1819881,,,7389,"Services-Business Services, NEC",Paya Holdings Inc.,FINTECH ACQUISITION CORP III PARENT CORP,2020-08-03,425,0,,,True,False,True,FinTech common stock converting into one share of Parent,,PAYA,,,,,,True,True,
1759546,NRDE,OTC,3711,Motor Vehicles & Passenger Car Bodies,NU RIDE INC.,Lordstown Motors Corp.; DiamondPeak Holdings Corp.,2020-08-24,PREM14A,1,2020-10-22,2020-10-22,False,False,True,,DPHC,RIDE,,,,,,True,True,
1639225,,,7370,"Services-Computer Programming, Data Processing, Etc.","Livongo Health, Inc.",,2020-08-05,425,2,2020-10-30,2020-10-29,True,False,False,"Livongo Health, Inc",LVGO,LVGO,,,,,,False,False,
1477449,TDOC,NYSE,8011,Services-Offices & Clinics of  Doctors of  Medicine,"Teladoc Health, Inc.","Teladoc, Inc.",2020-08-05,425,6,2020-10-30,2020-10-29,True,False,False,"Livongo Health, Inc",TDOC,TDOC,,,,,,False,False,
1805387,,,2834,Pharmaceutical Preparations,"Cerevel Therapeutics Holdings, Inc.",ARYA Sciences Acquisition Corp II,2020-07-30,425,1,2020-10-26,2020-10-26,True,False,True,"July 29, 2020",ARYB,CERE,245050.0,,,10.005,super8k,False,True,
1776661,ADV,Nasdaq,7389,"Services-Business Services, NEC",Advantage Solutions Inc.,Advantage Solutions Inc.; Conyers Park II Acquisition Corp.,2020-09-10,PREM14A,1,2020-10-28,2020-10-27,False,False,True,,CPAA,ADV,32114818.0,,40.0,10.06,super8k,True,True,40.0
1720990,,,3711,Motor Vehicles & Passenger Car Bodies,Fisker Inc./DE,Spartan Energy Acquisition Corp.,2020-08-07,PREM14A,2,2020-10-28,2020-10-28,False,False,True,,,FSR,2004297.0,,,10.4,super8k,True,True,
1791091,,,8090,"Services-Misc Health & Allied Services, NEC","SOC Telemed, Inc.",Healthcare Merger Corp.,2020-07-29,425,1,2020-10-30,2020-10-30,True,False,True,,HCCO,TLMD,18606033.0,,,10.06,super8k,True,True,
1228627,IRD,Nasdaq,2834,Pharmaceutical Preparations,"Opus Genetics, Inc.","Ocuphire Pharma, Inc.; REXAHN PHARMACEUTICALS, INC.; CORPORATE ROAD SHOW DOT COM INC; FERRARO FRANK",2020-06-18,425,14,2020-11-03,2020-11-02,True,False,True,,REXN,OCUP,,,,,,False,False,
1753886,,,7200,Services-Personal Services,Stonemor Inc.,Stonemor GP LLC,2018-09-28,425,1,2020-11-09,2020-11-03,True,False,True,,STON,STON,,,,,,False,False,
1025835,"EFSC,EFSCP","Nasdaq,Nasdaq",6022,State Commercial Banks,ENTERPRISE FINANCIAL SERVICES CORP,ENTERBANK HOLDINGS INC,2018-11-02,425,12,2020-05-11,2020-05-06,True,False,False,Seacoast Commerce Banc Holdings,EFSC,EFSC,,,,,,False,False,
1690080,FRMM,Nasdaq,6199,Finance Services,FORUM MARKETS Inc,ETHZilla Corp; 180 Life Sciences Corp.; KBL MERGER CORP. IV,2019-07-26,425,7,2020-11-06,2020-11-05,True,True,True,,KBLM,ATNF,,,,,,True,True,
1801368,MP,NYSE,1000,Metal Mining,MP Materials Corp. / DE,Fortress Value Acquisition Corp.,2020-07-15,425,2,2020-11-16,2020-11-16,True,False,True,"MPMO HoldCo and SNR HoldCo, respectively",FVAC,MP,,,,11.5,,False,True,
1402479,,,5912,Retail-Drug Stores and Proprietary Stores,"MedAvail Holdings, Inc.","MYOS RENS TECHNOLOGY INC.; MYOS Corp; Atlas Therapeutics Corp; Rough Tide Marine Operations, Inc.; Marvin's Place, Inc.",2020-06-30,425,10,2020-11-18,2020-11-18,True,False,True,"Merger and Reorganization, dated as of June 30, 2020",MYOS,MDVL,,,,,,False,False,
1463913,,,6311,Life Insurance,US Alliance Corp,U. S. Alliance Corp,2017-06-01,S-4,4,2020-06-04,2020-06-01,False,False,False,,,,,,,,,False,False,
1819796,GCMG,Nasdaq,6282,Investment Advice,GCM Grosvenor Inc.,,2020-08-03,425,0,,,True,False,False,,,GCMG,,,,,,True,True,
1566373,,,2834,Pharmaceutical Preparations,"F-star Therapeutics, Inc.","Spring Bank Pharmaceuticals, Inc.",2020-07-30,425,6,2020-11-20,2020-11-19,True,False,True,F-star Therapeutics Limited,SBPH,,,,,,,False,False,
1805077,"EOSE,EOSER","Nasdaq,Nasdaq",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies","Eos Energy Enterprises, Inc.",B. Riley Principal Merger Corp. II,2020-09-11,PREM14A,1,2020-11-12,2020-11-12,False,False,True,Merger Sub I with and into Eos HoldCo,BMRG,EOSE,6442195.0,,,11.5,super8k,True,True,
1698113,,,7311,Services-Advertising Agencies,"ID Auto, Inc.","PARTS iD, Inc.; Legacy Acquisition Corp.",2019-12-02,PREM14A,10,2020-11-20,2020-11-19,False,False,True,,LGC,ID,,,,,,False,True,
1811414,QS,Nasdaq,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",QuantumScape Corp,Kensington Capital Acquisition Corp.,2020-09-03,425,1,2020-11-27,2020-11-25,True,False,True,Legacy QuantumScape surviving as the surviving company and as,KCAC,QS,,,,,,True,True,
1815903,PTPI,OTC,2834,Pharmaceutical Preparations,"Petros Pharmaceuticals, Inc.",,2020-07-24,S-4,0,,,False,False,False,,,PTPI,,,,,,False,False,
1513856,,,2834,Pharmaceutical Preparations,"Neurotrope, Inc.","BlueFlash Communications, Inc.",2020-05-18,425,9,2020-11-25,2020-11-25,True,False,False,,NTRP,,,,,,,False,False,
1758057,LAZR,,3714,Motor Vehicle Parts & Accessories,"Luminar Technologies, Inc./DE","Gores Metropoulos, Inc.",2020-08-24,425,1,2020-12-03,2020-12-01,True,False,True,"Merger, dated August 24, 2020",GMHI,LAZR,18651.0,,,10.16,super8k,True,True,
1754820,,,3559,"Special Industry Machinery, NEC","Desktop Metal, Inc.",Trine Acquisition Corp.,2020-08-26,425,1,2020-12-08,2020-12-08,True,False,True,,TRNE,DM,26049.0,,,10.17,super8k,True,True,
1742927,RVPH,OTC,2834,Pharmaceutical Preparations,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",Tenzing Acquisition Corp.,2020-07-21,425,4,2020-12-09,2020-12-08,True,False,True,Merger Sub with and into Reviva,TZAC,RVPH,2221128.0,,,,super8k,True,True,
1801169,"OPEN,OPENL,OPENW,OPENZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq",6531,Real Estate Agents & Managers (For Others),Opendoor Technologies Inc.,Social Capital Hedosophia Holdings Corp. II,2020-09-15,425,1,2020-12-17,2020-12-17,True,False,True,,IPOB,OPEN,,,,,,False,False,
1801661,"FIRY,SKLZ",NYSE,7374,Services-Computer Processing & Data Preparation,Firy Inc.,Skillz Inc.; Flying Eagle Acquisition Corp.,2020-09-02,425,1,2020-12-16,2020-12-16,True,False,True,"September 1, 2020",FEAC,SKLZ,,,,10.0,,False,True,
1614976,,,6798,Real Estate Investment Trusts,"Cole Office & Industrial REIT (CCIT III), Inc.",,2020-08-31,425,4,2020-12-22,2020-12-17,True,False,False,CMFT,,,,,,,,False,False,
1580988,,,6798,Real Estate Investment Trusts,"Cole Credit Property Trust V, Inc.",,2020-08-31,425,6,2020-12-22,2020-12-17,True,False,False,CMFT,,,,,,,,False,False,
1750153,,,3714,Motor Vehicle Parts & Accessories,Canoo Inc.,Hennessy Capital Acquisition Corp IV,2020-08-18,425,2,2020-12-21,2020-12-21,True,False,True,"Reorganization, dated August 17, 2020",HCAC,,,,,10.28,,False,False,
1379785,BBDC,NYSE,,,"Barings BDC, Inc.",Triangle Capital CORP,2020-08-11,425,14,2020-12-23,2020-12-23,True,False,False,,,BBDC,,,,,,False,False,
1772720,SPRU,NYSE,4911,Electric Services,SPRUCE POWER HOLDING CORP,XL Fleet Corp.; Pivotal Investment Corp II,2020-09-18,425,1,2020-12-23,2020-12-21,True,False,True,,PIC,XL,100000000.0,,,,super8k,False,True,
1723580,,,5812,Retail-Eating  Places,"BurgerFi International, Inc.",Opes Acquisition Corp.,2020-09-25,PREM14A,9,2020-12-15,2020-12-15,False,False,True,"BurgerFi International, LLC",OPES,BFI,,,,,,False,False,
1819615,,,2834,Pharmaceutical Preparations,Clever Leaves Holdings Inc.,,2020-08-11,425,0,,,True,False,False,"November 9, 2020",,CLVR,,,,10.21,,True,True,
1710366,CNR,NYSE,1220,Silver Ores,"Core Natural Resources, Inc.",CONSOL Energy Inc.; CONSOL Mining Corp,2020-10-23,425,4,2020-12-30,2020-12-29,True,False,False,,,,,,,,,False,False,
1445283,,,2834,Pharmaceutical Preparations,"KINETA, INC./DE","YUMANITY THERAPEUTICS, INC.; PROTEOSTASIS THERAPEUTICS, INC.; PROTEOSTASIS THERAPEUTICS INC",2020-08-24,425,5,2020-07-01,2020-06-29,True,False,True,Yumanity surviving such merger as,PTI,YMTX,,,,,,False,False,
1796129,,,2834,Pharmaceutical Preparations,"Vincerx Pharma, Inc.","Vincera Pharma, Inc.; LifeSci Acquisition Corp.",2020-10-08,PREM14A,1,2020-12-22,2020-12-22,False,False,True,Legacy Vincera Pharma surviving the Merger,LSAC,,,,,,,False,False,
1637558,,,1220,Silver Ores,CONSOL Coal Resources LP,CNX Coal Resources LP,2020-10-23,425,1,2020-12-30,2020-12-29,True,False,False,,,,,,,,,False,False,
1823794,ARKO,Nasdaq,5412,Retail-Convenience Stores,ARKO Corp.,,2020-09-10,S-4,0,,,False,False,False,"September 8, 2020",,ARKO,,,15.0,,super8k,False,False,15.0
839470,WWR,NYSE,1000,Metal Mining,"WESTWATER RESOURCES, INC.",URANIUM RESOURCES INC /DE/,2012-05-14,S-4,18,2020-04-28,2020-04-28,False,False,False,,WWR,WWR,,,,,,False,False,
1784535,PRCH,Nasdaq,7372,Services-Prepackaged Software,"Porch Group, Inc.",PropTech Acquisition Corp,2020-07-31,425,1,2020-12-21,2020-12-21,True,False,True,"Merger, dated July 30, 2020",PTAC,PRCH,,,,10.04,,False,True,
1316835,BLDR,NYSE,5211,Retail-Lumber & Other Building Materials Dealers,"Builders FirstSource, Inc.",,2020-08-27,425,13,2020-12-22,2020-12-22,True,False,False,"BMC Stock Holdings, Inc",BLDR,BLDR,,,5.5,,super8k,False,True,5.5
1578735,,,6331,"Fire, Marine & Casualty Insurance",National General Holdings Corp.,,2016-03-03,S-4,8,2020-09-30,2020-09-30,False,False,False,Bluebird Acquisition Corp,NGHC,NGHC,,,7.5,,super8k,False,False,7.5
1779020,,,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers","Danimer Scientific, Inc.",Live Oak Acquisition Corp,2020-10-05,425,1,2020-12-28,2020-12-28,True,False,True,"Merger, dated as of October 3, 2020",LOAK,,,,,,,False,False,
1793659,RSI,NYSE,7990,Services-Miscellaneous Amusement & Recreation,"Rush Street Interactive, Inc.","dMY Technology Group, Inc.",2020-10-09,PREM14A,1,2020-12-29,2020-12-29,False,False,True,,DMYT,RSI,,,,10.0,,True,True,
1768012,,,7372,Services-Prepackaged Software,"Golden Nugget Online Gaming, Inc.","Landcadia Holdings II, Inc.",2020-08-12,PREM14A,1,2020-12-29,2020-12-29,False,False,True,,LCA,GNOG,,,,,,False,True,
1822791,CLNN,Nasdaq,2834,Pharmaceutical Preparations,Clene Inc.,Chelsea Worldwide Inc.,2020-09-10,S-4,1,2021-01-05,2020-12-30,False,False,True,"September 1, 2020",,CLNN,1229027.0,,,,super8k,False,True,
1757932,,,3714,Motor Vehicle Parts & Accessories,"Romeo Power, Inc.",RMG Acquisition Corp.,2020-10-05,425,1,2020-12-28,2020-12-28,True,False,True,"Merger, dated as of October 5, 2020",RMG,RMO,,,,,,False,True,
1518832,,,1311,Crude Petroleum & Natural Gas,"WPX ENERGY, INC.",,2020-09-28,425,11,2020-12-31,2020-12-30,True,False,False,,WPX,WPX,,,,,,False,False,
1090012,DVN,NYSE,1311,Crude Petroleum & Natural Gas,DEVON ENERGY CORP/DE,DEVON ENERGY CORP; DEVON DELAWARE CORP,2020-09-28,425,12,2020-12-31,2020-12-30,True,False,False,,DVN,DVN,,,,,,False,False,
1725872,,,6022,State Commercial Banks,"BM Technologies, Inc.",Megalith Financial Acquisition Corp,2020-11-03,425,3,2020-12-22,2020-12-21,True,False,True,Merger Sub continuing as the surviving corporation,MFAC,BMTX,,,,10.42,,True,True,
1488813,"CUBI,CUBB","NYSE,NYSE",6022,State Commercial Banks,"Customers Bancorp, Inc.","Customers 1st Bancorp, Inc.",,,9,2020-05-28,2020-05-27,False,False,False,BankMobile with and into Merger Sub,CUBI,CUBI,,,,,,True,False,
832428,SSP,Nasdaq,4833,Television Broadcasting Stations,E.W. SCRIPPS Co,SCRIPPS E W CO /DE,1994-07-15,S-4,8,2018-06-05,2018-06-05,False,False,False,ION Media,SSP,SSP,,,5.0,,super8k,False,False,5.0
1555039,,,6500,Real Estate,Front Yard Residential Corp,Altisource Residential Corp,2020-03-11,PREM14A,12,2021-01-08,2021-01-06,False,False,False,Midway AcquisitionCo REIT,RESI,RESI,,,,,,False,False,
