cik,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct
1823466,"NOTE,NOTEW","OTC,OTC",7389,"Services-Business Services, NEC","FiscalNote Holdings, Inc.",Duddell Street Acquisition Corp.,2021-11-08,425,1,2022-07-28,2022-07-28,True,False,True,"November 7, 2021",DSAC,NOTE,11408314.0,,,10.0,super8k,True,True,
1814140,,,2834,Pharmaceutical Preparations,"Apexigen, Inc.",Brookline Capital Acquisition Corp.,2022-03-18,425,3,2022-08-04,2022-07-29,True,False,True,,BCAC,APGN,4618607.0,,5.0,10.22,super8k,True,True,5.0
1823575,,,7389,"Services-Business Services, NEC","ZeroFox Holdings, Inc.",L&F Acquisition Corp.,2021-12-20,425,2,2022-08-02,2022-08-02,True,False,True,,LNFA,ZFOX,2419687.0,,,10.177,vote8k,False,True,
1907982,QBTS,NYSE,7374,Services-Computer Processing & Data Preparation,D-Wave Quantum Inc.,,2022-02-08,425,1,2022-08-05,2022-08-02,True,False,False,"D-Wave Quantum, with the stockholders of DPCM receiving",,QBTS,29140000.0,,,,super8k,True,True,
1842356,,,7200,Services-Personal Services,Wag! Group Co.,CHW Acquisition Corp,2022-02-03,425,1,2022-08-02,2022-07-28,True,False,True,CHW,CHWA,PET,9593970.0,,15.0,,super8k,True,True,15.0
1862068,,,7372,Services-Prepackaged Software,"Rubicon Technologies, Inc.",Founder SPAC,2021-12-16,425,1,2022-08-03,2022-08-02,True,False,True,"Merger, dated as of December 15, 2021",FOUN,WS,,,50.0,18.0,near8k,True,True,50.0
1850266,,,3841,Surgical & Medical Instruments & Apparatus,"Akili, Inc.",Social Capital Suvretta Holdings Corp. I,2022-01-26,425,1,2022-08-19,2022-08-18,True,False,True,,DNAA,AKLI,,,,,,False,False,
1748773,,,4922,Natural Gas Transmission,RATTLER MIDSTREAM LP,RATTLER MIDSTREAM PARTNERS LP,2022-05-16,425,1,2022-05-16,2022-05-16,True,False,False,,RTLR,RTLR,,,,,,False,False,
1806347,WEST,Nasdaq,2080,Beverages,Westrock Coffee Co,"Westrock Coffee Holdings, LLC",2022-04-04,425,0,,,True,False,True,Riverview Acquisition Corp,,WEST,,,,,,False,False,
711377,NEOG,Nasdaq,2835,In Vitro & In Vivo Diagnostic Substances,NEOGEN CORP,,2021-12-14,425,13,2022-08-18,2022-08-17,True,False,False,Neogen and 3M’s food safety business,NEOG,NEOG,,,,,,False,False,
1841800,,,7389,"Services-Business Services, NEC","Nogin, Inc.",Software Acquisition Group Inc. III,2022-02-14,425,1,2022-08-23,2022-08-22,True,False,True,,SWAG,NOGN,9611111.0,,7.0,18.0,super8k,True,True,7.0
1508381,,,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",Bionik Laboratories Corp.,"Drywave Technologies, Inc.; Strategic Dental Management Corp.",,,11,2021-12-20,2021-12-17,False,False,False,,,,,,,,,False,False,
1658566,PR,NYSE,1311,Crude Petroleum & Natural Gas,Permian Resources Corp,"Centennial Resource Development, Inc.; Silver Run Acquisition Corp",2022-08-19,425,9,2022-08-30,2022-08-29,True,False,True,"May 19, 2022",,,,,,,,False,True,
1338749,,,6798,Real Estate Investment Trusts,POTLATCHDELTIC CORP,"POTLATCH CORP; Potlatch Holdings, Inc.",2022-05-31,425,15,2022-05-04,2022-05-02,True,False,False,,PCH,PCH,,,,,,False,False,
